x	sift-kmeans-1000-02-canny-tfidf-segments	sift-kmeans-2000-02-slic-lsi-segments	sift-kmeans-2000-02-slic-tfidf-segments	surf-kmeans-2000-02-otsu-tfidf-segments	sift-kmeans-1000-02-none-bow-images	surf-kmeans-1000-02-otsu-tfidf-segments	surf-kmeans-1000-02-otsu-lsi-segments	surf-kmeans-2000-02-canny-tfidf-segments	sift-kmeans-1000-02-canny-lsi-segments	surf-kmeans-1000-02-canny-lsi-segments	surf-kmeans-1000-02-slic-lsi-segments	sift-kmeans-2000-02-none-bow-images	surf-kmeans-2000-02-canny-lsi-segments	sift-kmeans-2000-02-otsu-lsi-segments	sift-kmeans-2000-02-canny-tfidf-segments	surf-som-2000-02-slic-lsi-segments	surf-kmeans-2000-02-none-bow-images	surf-som-1000-02-slic-lsi-segments	sift-kmeans-1000-02-otsu-tfidf-segments	surf-kmeans-1000-02-slic-tfidf-segments	sift-som-1000-02-slic-lsi-segments	sift-kmeans-2000-02-otsu-tfidf-segments	sift-kmeans-2000-02-canny-lsi-segments	sift-kmeans-1000-02-slic-lsi-segments	surf-kmeans-2000-02-otsu-lsi-segments	sift-som-2000-02-slic-lsi-segments	surf-kmeans-2000-02-slic-tfidf-segments	surf-kmeans-1000-02-canny-tfidf-segments	sift-kmeans-1000-02-otsu-lsi-segments	sift-kmeans-1000-02-slic-tfidf-segments	surf-kmeans-1000-02-none-bow-images	surf-kmeans-2000-02-slic-lsi-segments
im4810.jpg	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im7590.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im16864.jpg	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
im23739.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im20283.jpg	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
im4904.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im24766.jpg	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
im24413.jpg	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im12387.jpg	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
im14251.jpg	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	2	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1
im3430.jpg	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im2764.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im160.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im21314.jpg	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
im10711.jpg	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
im22656.jpg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
im23056.jpg	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
im16953.jpg	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
im10943.jpg	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
im8726.jpg	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
im6766.jpg	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	1	0
im11070.jpg	1	1	1	2	0	0	0	0	1	2	2	0	0	0	1	1	1	2	0	2	2	0	1	1	2	1	1	1	0	1	1	1
im6637.jpg	1	1	1	0	1	1	1	1	1	1	2	1	0	0	1	3	1	0	0	2	1	0	1	0	0	0	0	2	0	0	1	1
im3511.jpg	1	2	2	0	0	1	1	1	1	2	2	0	1	1	0	0	2	3	1	2	0	1	0	1	1	1	3	2	1	1	1	2
im7576.jpg	2	1	1	0	2	0	0	0	2	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0
im3474.jpg	0	1	1	1	2	1	1	2	0	1	1	2	2	2	1	0	3	2	1	1	1	2	1	2	1	1	0	1	1	2	3	1
im4696.jpg	0	2	2	1	1	1	2	2	0	3	2	2	2	0	2	0	2	1	0	2	1	0	2	0	1	1	1	3	0	0	3	1
im13098.jpg	0	3	2	4	2	2	2	1	0	0	1	1	1	0	1	1	1	1	1	2	1	1	1	1	5	2	2	0	1	1	1	2
im6856.jpg	2	0	0	3	1	1	1	3	2	2	2	1	3	1	1	2	1	1	1	2	2	2	2	1	3	1	1	1	1	1	1	1
